seed,learned_accuracy,learned_macro_f1,shuffled_accuracy_mean,shuffled_accuracy_std,shuffled_macro_f1_mean,shuffled_macro_f1_std,delta_accuracy,delta_macro_f1
42,0.856140350877193,0.8364899347527317,0.8296491228070175,0.009802955914760363,0.7969666447110549,0.013689966286677641,0.026491228070175454,0.03952329004167676
43,0.8771929824561403,0.8477187135591386,0.8410175438596491,0.01121493782791378,0.8059327060044835,0.01278942790821942,0.036175438596491194,0.041786007554655114
44,0.8456140350877193,0.810924856752314,0.8135789473684212,0.01306838239523346,0.7745432770626457,0.016206041291456606,0.03203508771929808,0.036381579689668264
45,0.8666666666666667,0.8284051805659944,0.8257192982456141,0.011449341502379664,0.781302206142751,0.014983789149502475,0.04094736842105262,0.047102974423243404
46,0.8526315789473684,0.8142016962227139,0.8337543859649124,0.011304233968962279,0.797333613799263,0.014280125673496314,0.018877192982456048,0.016868082423450836
