num_experts,top_k,accuracy,macro_f1
2,1,0.8028070175438596,0.7701453091081729
2,2,0.8357894736842105,0.8080361523866504
3,1,0.8098245614035088,0.7782472686969695
3,2,0.8238596491228071,0.7938268623196518
4,1,0.8217543859649122,0.7928964061071344
4,2,0.8196491228070176,0.7899582045869227
5,1,0.8217543859649122,0.7903835896364122
5,2,0.8210526315789475,0.7891529351741802
6,1,0.8035087719298246,0.7745593789946982
6,2,0.8266666666666668,0.7933263159051018
6,3,0.8168421052631579,0.7827104636251094
